property_id,title,description,city,zone,address,price_eur,price_by_m2,area_m2,rooms,bathrooms,floor,property_type,operation,latitude,longitude,thumbnail,num_photos,has_lift,has_terrace,has_air_conditioning,has_swimming_pool,has_garden,has_parking,source_url,source_name,scraped_at,price_score,area_score,rooms_score,opportunity_score
111589397,"Piso en Avenida Esportista Miriam Blasco, 7, La Albufereta, Alicante / Alacant","Apartamento completo
Alojamiento: 90 m²
Amueblado
Espacio para 2 personas
2 dormitorios
2 baños
Cancelación Flexible
Piso: 3.",Alicante / Alacant,La Albufereta,"Piso en Avenida Esportista Miriam Blasco, 7, La Albufereta, Alicante / Alacant",900,10.0,90.0,2.0,2.0,Planta 3ª exterior con ascensor,homes,sale,,,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/87/88/1441365082.jpg,1,True,False,False,False,False,False,https://www.idealista.com/inmueble/111589397/,idealista_apify,2026-05-27T18:41:31.341594+00:00,0.9230769230769231,0.3684210526315789,0.25,0.6220647773279353
111584124,"Piso en Avenida Benito Perez Galdos, 66, Ensanche-Diputación, Alicante / Alacant","Piso en benito perez galdos, 4 habitaciones, 1 salon amplio, cocina, dos baños, galeria, balcon-terraza, garaje opcional, amueblado, abstenerse inmobiliarias.",Alicante / Alacant,Ensanche-Diputación,"Piso en Avenida Benito Perez Galdos, 66, Ensanche-Diputación, Alicante / Alacant",1200,10.0,115.0,5.0,2.0,Planta 3ª exterior con ascensor,homes,sale,,,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/1b/19/1441213323.jpg,1,True,True,False,False,False,True,https://www.idealista.com/inmueble/111584124/,idealista_apify,2026-05-27T18:41:33.311791+00:00,0.46153846153846156,0.631578947368421,1.0,0.620242914979757
111585038,"Ático en Calle Doctor Buades, 133, Carolinas Altas, Alicante / Alacant","- sin ascensor - (LEER CONDICIONES ANTES DE CONTACTAR - DISPONIBILIDAD INMEDIATA. CONTACTO SOLO EMAIL O WHATSAPP 6 2 3 2 8 5 7 9 0 / Alquiler de larga temporada en Calle Doctor Buades 133 - ÁTICO)
Solvencia económica demostrable con nóminas españolas FIJAS o avalista (conjunto de más de 2300€ mensuales). Vivienda para",Alicante / Alacant,Carolinas Altas,"Ático en Calle Doctor Buades, 133, Carolinas Altas, Alicante / Alacant",900,11.0,81.0,2.0,,Planta 5ª exterior sin ascensor,homes,sale,,,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/0f/9d/1441239717.jpg,1,True,False,False,False,False,False,https://www.idealista.com/inmueble/111585038/,idealista_apify,2026-05-27T18:41:33.039018+00:00,0.9230769230769231,0.2736842105263158,0.25,0.5936437246963564
111589267,"Piso en Plaza de Oran, 10, Colonia Requena - Virgen del Carmen, Alicante / Alacant","Excelente apartamento luminoso después reformado totalmente. Se ha instalado electrodomesticos nuevos. En el apartamento hay 2 habitaciones y un gran Salon espacioso. La característica de esta vivienda es que desde cada habitación y desde el salon hay acceso a los balcones. Hay tres balcones en el apartamento.
Cocina",Alicante / Alacant,Colonia Requena - Virgen del Carmen,"Piso en Plaza de Oran, 10, Colonia Requena - Virgen del Carmen, Alicante / Alacant",850,13.0,67.0,2.0,,Planta 1ª exterior sin ascensor,homes,sale,,,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/d5/60/1441365652.jpg,1,True,False,False,False,False,False,https://www.idealista.com/inmueble/111589267/,idealista_apify,2026-05-27T18:41:31.593262+00:00,1.0,0.12631578947368421,0.25,0.5878947368421054
110621295,"Piso en Calle Enriqueta Elizaicin, 11, Benalúa, Alicante / Alacant","La vivienda se encuentra en el interior del edificio y se accede a ella a través de un cuidado patio comunitario ajardinado de estilo mediterráneo, con plantas y vegetación que aportan una sensación de tranquilidad poco habitual en pleno centro urbano. No es un simple pasillo interior: es un patio interior tradicional,",Alicante / Alacant,Benalúa,"Piso en Calle Enriqueta Elizaicin, 11, Benalúa, Alicante / Alacant",860,15.0,59.0,2.0,,Planta 2ª interior con ascensor,homes,sale,,,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d2/d4/3d/1410428119.jpg,1,True,False,False,False,True,False,https://www.idealista.com/inmueble/110621295/,idealista_apify,2026-05-27T18:41:32.733021+00:00,0.9846153846153847,0.042105263157894736,0.25,0.5549392712550608
111586634,"Piso en Carolinas Altas, Alicante / Alacant","Apartamento de 2 dormitorios en alquiler - Alicante (Carolinas Altas) | 900 €
REFERENCIA: ALC-REN-031
Apartamento en alquiler a largo plazo (a partir de 12 meses) en la zona de Carolinas Altas, Alicante. Una opción acogedora y luminosa para una estancia confortable.
Características principales
• 2 dormitorios
• 1",Alicante / Alacant,Carolinas Altas,"Piso en Carolinas Altas, Alicante / Alacant",900,14.0,65.0,2.0,,Planta 5ª interior sin ascensor,homes,sale,,,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/f7/cc/1441283077.jpg,1,True,False,False,False,False,False,https://www.idealista.com/inmueble/111586634/,idealista_apify,2026-05-27T18:41:32.412447+00:00,0.9230769230769231,0.10526315789473684,0.25,0.5431174089068826
38651007,"Piso en Avenida Alfonso El Sabio, Mercado, Alicante / Alacant","Descubre esta impresionante propiedad que combina confort y estilo, perfecta para aquellos que buscan un hogar completo. Este amplio piso cuenta con cuatro habitaciones; dos dobles ideales para descansar y recibir visitas, además de dos sencillas perfectas como oficinas o cuartos infantiles. La cocina está completament",Alicante / Alacant,Mercado,"Piso en Avenida Alfonso El Sabio, Mercado, Alicante / Alacant",1400,10.0,140.0,4.0,,Planta 5ª exterior con ascensor,homes,sale,,,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/93/d6/1147817117.jpg,1,True,False,False,False,False,True,https://www.idealista.com/inmueble/38651007/,idealista_apify,2026-05-27T18:41:32.637268+00:00,0.15384615384615385,0.8947368421052632,0.75,0.4953441295546559
111588090,"Piso en Isabel La Católica, Benalúa, Alicante / Alacant","-BENALUA- Vivienda de 94 m², interior y para entrar a vivir. La vivienda consta de salón independiente con aire acondicionado, tres dormitorios y dos cuartos de baño. Cocina equipada con horno, lavadora y termo eléctrico. Suelos de terrazo y pintura gotelé. Balcón exterior amplio. Armarios empotrados. La finca dispone",Alicante / Alacant,Benalúa,"Piso en Isabel La Católica, Benalúa, Alicante / Alacant",1200,13.0,94.0,3.0,,Planta 2ª interior con ascensor,homes,sale,,,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/ef/af/1441325161.jpg,1,True,True,True,False,False,False,https://www.idealista.com/inmueble/111588090/,idealista_apify,2026-05-27T18:41:32.011795+00:00,0.46153846153846156,0.4105263157894737,0.5,0.45392712550607284
111586321,"Piso en Calle Deportista Navarro Olcina, Garbinet - Parque de las Avenidas, Alicante / Alacant","Sin muebles, sin electrodomésticos, larga temporada, con trastero y garaje AV XAVIER SOLER
SE HACE SEGURO DE IMPAGOS. NECESARIO NOMINAS O GARANTIAS ADICIONALES IMPORTANTES
SIN MUEBLES, Espacioso Piso de 140 m2 con 4 dormitorios, salón independiente, 2 terrazas de 10 m2 y 6 m2 respectivamente, cocina con office amueblad",Alicante / Alacant,Garbinet - Parque de las Avenidas,"Piso en Calle Deportista Navarro Olcina, Garbinet - Parque de las Avenidas, Alicante / Alacant",1500,10.0,150.0,4.0,,Planta 1ª exterior con ascensor,homes,sale,,,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/19/93/1441274158.jpg,1,True,True,False,False,False,True,https://www.idealista.com/inmueble/111586321/,idealista_apify,2026-05-27T18:41:32.535052+00:00,0.0,1.0,0.75,0.45
111589920,"Piso en Calle General O'Donnell, Ensanche-Diputación, Alicante / Alacant","Estupenda vivienda de grandes dimensiones en pleno centro de la ciudad, con todos los servicios a escasos metros caminando y bien comunicada mediante transporte público. Recién pintada y estado para entrar a vivir. Ideal para compartir.
5 habitaciones (4 dobles con armarios empotrados y 1 sencilla como despacho), 2 bañ",Alicante / Alacant,Ensanche-Diputación,"Piso en Calle General O'Donnell, Ensanche-Diputación, Alicante / Alacant",1500,12.0,130.0,5.0,,Planta 4ª exterior con ascensor,homes,sale,,,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/1e/99/1441382470.jpg,1,True,False,False,False,False,False,https://www.idealista.com/inmueble/111589920/,idealista_apify,2026-05-27T18:41:30.822362+00:00,0.0,0.7894736842105263,1.0,0.4368421052631579
